midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber.	midrash.Pesikta_Rabbati.	midrash.Pesikta_D'Rav_Kahanna.	midrash.Yalkut_Shimoni_on_Torah.	midrash.Yalkut_Shimoni_on_Nach.	bavli.	yerushalmi.	text
25	39	0	0	1	2	18	5	נמ נותן כחו שנ' אתן במדבר ארז שטה והדס וג' וכת' תחת הנעצוץ יעלה ברוש וות הסרנכד יעלה הדשוג' ביו השמיני עצרת תהיה לכם ילמדנו רביו מהו לאכול בחג חוץ לסוכוה כ שו רבותי' ר' עיעו אומר יד' סעודות חייב אחדם לאכול בסחוכה אות ביום ואחת בלילה וחכמים אומרי' אין לדבו קצבה חץ מלילי יום טוב והיאחשו בלבד ולמה התירו חכמ' להפטר מן הסוכה ביום טוב האחרו ﭏא כנ שבעעת ימי החג היו מתפללין לטללים ויום טב האור היו מתפללי על הגשמים בל שום א'ע'''' יום טבי עולה לימות חג למה שכ כ ערת תהיה לכם והיתה ראוה להיות אחר
25	11	0	4	6	3	13	7	החג נ' ים בשדם שער ת מז סח נ' ום ﭏא אמדר ה'' וחרך ואינן יכולים לי בתיהם לבוא לכאן ﭏר עד שה אנלי יעשי עכיו מנין ממה שרראו כיום שמיי עצרת תהיה ל ז'ה יפת לוי יוי יסכת לי נבברת וג אי ט כנסת ישר' לכני ה'ה' רבונו של עולם הת שלוה לדור הכלגה שמא הקריבו לפני פר אחד איל אוד לא דין שלא כעבדוך ﭏאו אמרו הבה נבנה לנו עיר ו וכן לסדומייר וכ לפרעה וכן לסנחריב ון לנבוכד שמא הקריבו אחד מה איל אחד או פר אחד לא ין שלא הקריבו ﭏא הכעיסו לפניך ולמי נאה להוסיו
24	3	1	8	2	4	6	2	שלוה וכבוד ﭏא לישי' שנ' יכת לאשי יוי יספת לגוי ואין גוי ﭏא ישר' שנ' ומי פמך ישר' גוי אחד והג' א כסת ישרﭏ רבנו של עולם עליך ליתן לנו מסעדים ועלינו להיות מרו יבי לפניך קרבות כראוי נכבד תה נו ראשי הדשים ואנו מקריבי לפניך שנ' וביאשי השיכם הפח הקרבו לך עצרת והקרבעו לך יום ע והקרבנכ ך ראש השנה והקבני לך וכן ח אפי' מועד אחד לא בטלנו מן הקרבות אמרה כנסת ישר' לי ה' עליך לזי' לנו מועת ועליו להר ב י קרבעות מכבדי' אותך יסכת לגוי יוי יספת וג' אמ להם ה'בה' רחייבם איני מחזי מכם
28	26	0	4	6	3	6	5	ימי ם טובים ﭏא מוסיף לכם מועדות שתשמח בהם שנ' ביום שי עצמת וג ביום והשמיני עצרת זש'ה' הקת אח י שטנוני ואני תפלה אתה מוצא בחג ישרﭏ מקריבי בהם ע פרים על אומות העולם אמרו ישרﭏ לפני ה'בה' רבונו של עופם הרי אנו מקריבין ע' פרים על ' אומו העטלם אמו טﭏ לפט ה לפוכך היו צריבין אף הם אוהבים אותנו ולא דין שאן אוהבי אותנ ﭏאעו שונאי' אותנו ולא באד דיין טאין אוהבי' אותנו ﭏ אעעד שו'אי' אות'ג'ו שנ' תחת אהבתי ישטנוני וג' לפיכך אמ להם ה'ב'ה' כל ' ימי החג שהייתם מקריבי' לפני הקרבע על אומות העולם
42	43	1	2	1	4	5	4	הייתם מקריבי' ע' פרים אבל עכשיו הקריבו על כעצמכם ביום השמיני עצרת תהיה לכם והקרבתם עולה כר אחד איל אחד משל למלך ש סעודה ' ימים וזימן כל בני המדינה ב' ימי המשה כיון שעברו ימי המשתה אמר לאוהבו כבר א ידינו מכל בני המדינה גלגל ני ואתה מה שממ ליטרא בשר או ליטרא רק של דג כך אמר ה''' לישר' כל קרבנות שהקרבתם בז' ימי החג על אומות העולם הייתם מקריבים אבל ביום השמיני עצרת וג נגלגלו אני ואתם במה שאתם מוצאין בפר אחד ואיל אחד ביום השמיני נצמרת וג' מה ראה להיות כחת בכל יום ﭏא למדה תורה
18	31	0	1	1	6	7	3	דרך ארם מן הקרבנות שאם י אדם לאסניא וקבלו חברו יום ראשן מקבו יכה ומאכילו יעה ונותן לעיו עופת מא בילו דים בשלישי מאכילובשר ברביעי ילו ק כך יוחת והולך עד שמהבילו קטנית ב השמיני עצרת תהיה לכם מהו לכם אמד ה'ה' יש השמוה נאה לכם ראשי חדשים נאי ם לכם הנועדות אים לכם ימים טבים לאם לכם לכך נאמר תהיה לכם גשי את י ר' עקיבא אמר לו למה אתם עושי מועדות לא כך אמור ה'' חדשיכם ומו עבדיבר שנאה פשי אמר לו ר' עקי ן א ﭏ אמר חדשי ומועדי הייתי אומר ﭏא ה'ב'ה' ש ומועבדיכם ﭏא בשביל
12	11	1	1	2	4	17	8	אותן מועדות שעשה בעם שנ ויש ירבעם חג בחדש השמינכי אבל המועד ישי איין בטילין ל לם ולא החדשים למה שהןלב' שנ' ﭏה מועדי אי וכן ﭏה הם מועדי וכן וידב את מו עדי יוי ולכך אינן עתידין ליבםטל ועליהם אמר סמוכים לעד לעולם שויים עאמת ויש חוה ר ילמדנו רביו כיצד קונמות ונדרים בך שנו רבותי קום שאיני ישן קונ באיני מ רוכם שאיני מהל האומר לאשתו קונם שאיני משמש הרי זה ר יזל דברו שבועה שאיני יש שבונעה שאיני משו אר חומ בשבוע מבכיים בנדו ים מבשבו עע כיצד קונם איני עישה לולב איני עושה תפלין איי וטל
11	15	1	1	10	3	16	10	בנדרים אמ לע אע'' שה מצי ובשבועות מתר שאין נשבעי לעבור ע ל המצות אמ להן הב''ה' לישו היו זהירים בנדרים וﭏ תפו בהם שכל הפמ בנבדרים סיו לעול בשבוע והמועל בשבועית בפר בי ואין להו מחילה לעילם שנ' לא תשם ממתשם יוי שה לשוא וג' וכת' אר אומר ונשבעת חי יוי באמ אמר להן ה'ב'ה' לישר לא תהיו סבורין שהותר לכם להשכע בשמי ﭏא אם יהיו בך כל המדות הﭏו את יוי ﭏהיך תרא וג' הי באותן שלשה שנקר יראי יוי וﭏו הן אברהם יוסף ואיוב אב דכ' כי ידעתי כי ירא ﭏהים אתה ובאיוב כתי' איט ם וישר
24	51	1	3	12	4	8	7	וירא ﭏהים וביוסף את הﭏהים אני יר הוי את יוי ﭏהיך תירא ואותו ובו תדב וכי יכול אתה להדבר בשכינה והלא כבר נאמ' כי יוי ﭏהיך אש אוכלה הה ﭏא למ' לך כל המשיא בתו לתלמיד שקורא ושונה ועושה לו פרקמטיא ומהנה לו מנכשיו זהו ש' עליו ובו תיבק אם יש בך כל ממדו ﭏו שת ראי ה ואם לאו אין אתה רשאי להשכ כנעשה ב המלך שהי שם ﭏפים עיירות וכולן נחרבו על שבועת אמ כיצד אדם אומ' לחברו שבעה שאני הולך ואוכל כך וכך במקום פלוני ואשתה כך יין והיו הולכין ומויימויי שבועתן ונחרבו ומה הנשבע באמת ך
41	40	0	0	6	3	10	3	על שקר על אחת כמה וכמה נקם נקמ בני ישרﭏ ילמדנו דבינו כמה תקיעות תוקעין ערב שבת להבטי את העם מן המלאכה כך שנו רבותיו כיכד חזן הכנסת נוטל את החוצו ועולה לגג גבוה של עיר ותוקע כל מי שהוא רחו נמן העיר נפטר ממלאכתו וחזר ובא ותוע שניה שהקרובין נכנסין לעיר שלישית תוקע והיו מטמיני את החמין ומ דליקין את הנר גמר מלתקוע א קהיה קדירה על גבי כירה מניחין אותה כארך השבת בחצי נרות מתקדשת וכן ראשי חדשים והו שכן הוא אומ' וביום שמחתכם ובמועדי' וג' וכשהיו וסעין בחצורות היו נוסעין ותוקעין שנ' ובהר הי את הקהנ וג'
19	18	0	1	5	5	6	1	וכשהצר מיצר בחוצכרות תו קעין וכי תבואו מלחמה בארצכם עלהכד הצורר אתם וכשהלכו להנרם ממדין בחכוצרות עמו בהן קמה שנ' וכלי הקדש וחצוצרות התרועה בידו נקם בני ישרﭏ תיה הכת' מיתתו בנקמת מדין ﭏ א לחוי שבחו אמר בשביל שאחיה יתעכב נקמתת ישרﭏ מזן המדנים מיד וידבר משה ﭏ העם לאמר ו' אנשים ולהלן הוא אומר בחר לנו אנשים ון בנפל תרדמה על אונשים לתת נקמת יוי אמ' להם הב'ה אם אתם שלי אני אנקום מהם ושלשם מתכוי שגמ שגרמו לי להזיק אתבם אמ' משה רבון העולמים אם היינו ע'ויברי '' או ערילים או כורי במצות לא היו שונאין אותנו
30	27	0	0	7	3	8	4	ולא רודפי אח ינו ﭏא בשביל תורה ומצות שנתתה לו הילכך הנקמה שלך לתת נקמת יוי במדין ﭏך למטה ﭏף למה יא שני ﭏפים מכל שבט ושבט ויא' שלשת ﭏפי מכל שבט ושבט י'ב' ﭏף חלוצי בבא ויב' ﭏף משמר' את כליהם וא אומ' שניך כעו הקצבות שעלו מן הרצה ו ויב' ﭏם לתפלה ומנין שכך כת ﭏףלמטה ﭏף למטה הרי שני ﭏפים וימסרו מﭏפי ישר' מהו וימסרו שהיו נמסרין זוגות זוגות זה לזה וימסרו בעל כרחן לפי שתלה הכתי' מיתת משה בעקמת מדן אמרו נלך למדין וימות משה רבינו יכ אמרו לו למשה הטיל גורלת על השכטים ון נמסרין
36	24	1	0	2	0	7	7	מאיליהן וישלח אותם משה ﭏ ימר ו הבה' נקם נקמת בני ישרﭏ אתה בעצמך והוא משלח אחרים ﭏא על שנתגדל במדין אינו בדין שאני מיצ למי שעשו בי טובה ה ﭏ הוא אומ' באר ששתיתה ממנו ﭏ תזרוק בו אב שאינה זו מדין שנגדל בה משה שזו בצר במדבר היא והיא חריבה עד עביה ולמה שלח פנחס מ שהתחיל במצוה גומרה הוא השיב את חמתי והכה את המדינית ירגמור מצותו וכלי הקדש זה הארון שנ' עבודת הקדש עליהם וג' ר' יוחנין אומ' ﭏו בגדי כהונה שבהם אורים ותומים שנ' ובגדי הקדש אש לאהרן ויצבאועל מדין וג' ואת מלכי מדי הרגו
27	13	0	1	2	4	4	5	וג ומה בהש שם ﭏא הלך ליטו שכר כד ﭏם עליו נאמר כרר שחת בה יפול וג' ויקחו אתהשלל וג' ויבאו ﭏ משה וﭏ ﭏעזר הכהן לחודיע שבחן של ﭏו שלא רו ליטול בלום מן הביזה שלא ברשות ﭏא השלימי לפניהם ואחר כך נטלו ויצאו משה וﭏעזר הכהן להודיעענותנותו ושבחו שלמשה שהיו כולן תלמי תלמידיו דא' נקם נקמת בני ישר' זד' לא יגרע מצדיק עינו ואת מלכים לכסא מהו לא יאע צדיק עיו אין הב'ה' מונע מן הצדיק מה שרוצה לראות בעיניו ללמדך שמשה היה מתאוה לאו בעיניו בנקמת המדינים קודם שימות והיה מבק מן ה'בה' עלכך שיראה בעני ועל
34	5	0	0	5	5	7	11	משה אייי צדיק כי חזה נקם פעמיו ירחץ בדם הרשע אמר להם משה לפנחש ולאנשי הצבא יודע אני שבלעם הרשע הוא שם שבא ליטול שכרו עד שהזאב לצאן פרשו עליו המצודה ואותו רשע אס תראו אותו שהוא עושה כשים ופורח באויו הראו את הציץ שכתוב ברקדש ליוי והוא נופל והרגו אותו ואת מלכי מדי הירגו על חלליהם שהיו עוש כשפים עם בלעם ופורחין וכשראו את הכיץן נכלו על לליהם אמ' רבית' כתי' ביהושע כאמשר הייתי עם משה אהיה עמך והיה צריך יהושע לחיות ק' שנה כמשה רבי' ולמה נקצרו שנותיו י' שני ם בשעה שאמ' לו ה'ב'ה למשה נקם נקמת
